id_prov;nombre_prov;id_localidad_ref;nombre_localidad;cp;id_provincia_ref
1;BUENOS AIRES;1;20 De Junio;1761;1
1;BUENOS AIRES;2;25 De Mayo;6660;1
1;BUENOS AIRES;3;30 De Agosto;6405;1
1;BUENOS AIRES;4;9 De Abril;1776;1
1;BUENOS AIRES;5;9 De Julio Estafeta Nº2;6500;1
1;BUENOS AIRES;6;9 De Julio (Partido Nueve De Julio);6500;1
1;BUENOS AIRES;7;Abasto;1903;1
1;BUENOS AIRES;8;Abbott;7228;1
1;BUENOS AIRES;9;Abel;6450;1
1;BUENOS AIRES;10;Abra De Hinojo;8170;1
1;BUENOS AIRES;11;Acassuso;1640;1
1;BUENOS AIRES;12;Aceilan;7003;1
1;BUENOS AIRES;13;Acevedo;2717;1
1;BUENOS AIRES;14;Achupallas;6627;1
1;BUENOS AIRES;15;Adela;7136;1
1;BUENOS AIRES;16;Adela Corti;8000;1
1;BUENOS AIRES;17;Adolfo Alsina;6430;1
1;BUENOS AIRES;18;Adolfo F. Orma (Apeadero F.G.B.);1901;1
1;BUENOS AIRES;19;Adolfo Gonzalez Chaves;7513;1
1;BUENOS AIRES;20;Adolfo Sourdeaux;1612;1
1;BUENOS AIRES;21;Adrogue;1846;1
1;BUENOS AIRES;22;Aerodromo Albatros;1722;1
1;BUENOS AIRES;23;Aeropuerto Ezeiza;1802;1
1;BUENOS AIRES;24;Agote;6608;1
1;BUENOS AIRES;25;Agua De Oro;1746;1
1;BUENOS AIRES;26;Aguara;8105;1
1;BUENOS AIRES;27;Aguas Corrientes;2701;1
1;BUENOS AIRES;28;Aguirrezabala;2915;1
1;BUENOS AIRES;29;Agustin Ferrari;1723;1
1;BUENOS AIRES;30;Agustin Mosconi;6667;1
1;BUENOS AIRES;31;Agustin Roca;6001;1
1;BUENOS AIRES;32;Agustina;6001;1
1;BUENOS AIRES;33;Alagon;6463;1
1;BUENOS AIRES;34;Alamos;6437;1
1;BUENOS AIRES;35;Alastuey (Apeadero F.C.G.U.);6703;1
1;BUENOS AIRES;36;Albariño;6405;1
1;BUENOS AIRES;37;Alberdi;6034;1
1;BUENOS AIRES;38;Alberti;6634;1
1;BUENOS AIRES;39;Aldea Romana;8101;1
1;BUENOS AIRES;40;Aldea San Andres;8126;1
1;BUENOS AIRES;41;Aldecon;7406;1
1;BUENOS AIRES;42;Aldo Bonzi;1770;1
1;BUENOS AIRES;43;Alegre;1987;1
1;BUENOS AIRES;44;Alejandro Korn;1864;1
1;BUENOS AIRES;45;Alejandro Petion (Apeadero Fcgr);1808;1
1;BUENOS AIRES;46;Alfa;6437;1
1;BUENOS AIRES;47;Alfalad;6555;1
1;BUENOS AIRES;48;Alferez San Martin;8117;1
1;BUENOS AIRES;49;Alfredo Demarchi;6533;1
1;BUENOS AIRES;50;Algarrobo (Colonia Mauricio, Pdo. C. Casares);6531;1
1;BUENOS AIRES;51;Algarrobo (Ing. Moneta, Pdo. San Pedro);2935;1
1;BUENOS AIRES;52;Algarrobo (Pdo.Villarino);8136;1
1;BUENOS AIRES;53;Alianza Almacenes;1676;1
1;BUENOS AIRES;54;Alianza Talleres;1676;1
1;BUENOS AIRES;55;Almacen Castro;2751;1
1;BUENOS AIRES;56;Almacen Del Descanso;2752;1
1;BUENOS AIRES;57;Almacen El Cruce;2751;1
1;BUENOS AIRES;58;Almacen La Colonia;2740;1
1;BUENOS AIRES;59;Almacen Piatti;2711;1
1;BUENOS AIRES;60;Almacenes Ffcc.Gral.San Martin;1676;1
1;BUENOS AIRES;61;Almirante Brown;1846;1
1;BUENOS AIRES;62;Almirante Irizar;1629;1
1;BUENOS AIRES;63;Almirante Solier;8109;1
1;BUENOS AIRES;64;Alsina;2938;1
1;BUENOS AIRES;65;Alta Vista;8181;1
1;BUENOS AIRES;66;Altamira;6601;1
1;BUENOS AIRES;67;Altamirano;1986;1
1;BUENOS AIRES;68;Alto Del Talar;1617;1
1;BUENOS AIRES;69;Alto Verde;2801;1
1;BUENOS AIRES;70;Altona;7303;1
1;BUENOS AIRES;71;Altos De Tristan Suarez;1806;1
1;BUENOS AIRES;72;Alvarez De Toledo;7267;1
1;BUENOS AIRES;73;Alvarez Jonte;1921;1
1;BUENOS AIRES;74;Alvaro Barros;7403;1
1;BUENOS AIRES;75;Alzaga;7021;1
1;BUENOS AIRES;76;Amalia;6516;1
1;BUENOS AIRES;77;Ambrosio P. Lezica;8508;1
1;BUENOS AIRES;78;Ameghino;6064;1
1;BUENOS AIRES;79;America;6237;1
1;BUENOS AIRES;80;Anasagasti;6607;1
1;BUENOS AIRES;81;Ancon;6451;1
1;BUENOS AIRES;82;Andant;6555;1
1;BUENOS AIRES;83;Anderson;6621;1
1;BUENOS AIRES;84;Andres Vaccarezza;6634;1
1;BUENOS AIRES;85;Aneque Grande;7011;1
1;BUENOS AIRES;86;Angel Etcheverry;1901;1
1;BUENOS AIRES;87;Antonio Carboni;7243;1
1;BUENOS AIRES;88;Antonio De Los Heros;7305;1
1;BUENOS AIRES;89;Aparicio;8158;1
1;BUENOS AIRES;90;Arana;1909;1
1;BUENOS AIRES;91;Arano;6443;1
1;BUENOS AIRES;92;Araujo;6643;1
1;BUENOS AIRES;93;Arboledas;6557;1
1;BUENOS AIRES;94;Arbuco (Desvio Fcgr);1915;1
1;BUENOS AIRES;95;Arenales;6005;1
1;BUENOS AIRES;96;Arenaza;6075;1
1;BUENOS AIRES;97;Argerich;8134;1
1;BUENOS AIRES;98;Arguedas (Desvio);8164;1
1;BUENOS AIRES;99;Arias;7163;1
1;BUENOS AIRES;100;Ariel;7301;1
1;BUENOS AIRES;101;Aristobulo Del Valle;1602;1
1;BUENOS AIRES;102;Arrecifes;2740;1
1;BUENOS AIRES;103;Arribeños;6007;1
1;BUENOS AIRES;104;Arroyo Abra Vieja;1649;1
1;BUENOS AIRES;105;Arroyo Aguaje Del Durazno;1649;1
1;BUENOS AIRES;106;Arroyo Aguas Blancas;8174;1
1;BUENOS AIRES;107;Arroyo Aguila Negra;2800;1
1;BUENOS AIRES;108;Arroyo Albarracin;1649;1
1;BUENOS AIRES;109;Arroyo Aleli;2805;1
1;BUENOS AIRES;110;Arroyo Amantes;1649;1
1;BUENOS AIRES;111;Arroyo Amarillo;1649;1
1;BUENOS AIRES;112;Arroyo Amarillo Palmas;1649;1
1;BUENOS AIRES;113;Arroyo Andresito;1649;1
1;BUENOS AIRES;114;Arroyo Angelito;1649;1
1;BUENOS AIRES;115;Arroyo Angostura;1649;1
1;BUENOS AIRES;116;Arroyo Anguilas;1649;1
1;BUENOS AIRES;117;Arroyo Animas;1649;1
1;BUENOS AIRES;118;Arroyo Animitas;1649;1
1;BUENOS AIRES;119;Arroyo Antequera;1649;1
1;BUENOS AIRES;120;Arroyo Antequerita;1649;1
1;BUENOS AIRES;121;Arroyo Arroyon;1649;1
1;BUENOS AIRES;122;Arroyo Arroyon De Felicaria;1649;1
1;BUENOS AIRES;123;Arroyo Baldosas;1649;1
1;BUENOS AIRES;124;Arroyo Baltico;1649;1
1;BUENOS AIRES;125;Arroyo Banco;1649;1
1;BUENOS AIRES;126;Arroyo Barca Grande;1649;1
1;BUENOS AIRES;127;Arroyo Boca Falsa;1649;1
1;BUENOS AIRES;128;Arroyo Borasso;1649;1
1;BUENOS AIRES;129;Arroyo Borches;1649;1
1;BUENOS AIRES;130;Arroyo Botija Falsa;2800;1
1;BUENOS AIRES;131;Arroyo Buena Vista;1649;1
1;BUENOS AIRES;132;Arroyo Burgos;2935;1
1;BUENOS AIRES;133;Arroyo Busto;1649;1
1;BUENOS AIRES;134;Arroyo Caguane;1649;1
1;BUENOS AIRES;135;Arroyo Camachito;1649;1
1;BUENOS AIRES;136;Arroyo Camacho;1649;1
1;BUENOS AIRES;137;Arroyo Canaleton;1649;1
1;BUENOS AIRES;138;Arroyo Cancha Larga;1649;1
1;BUENOS AIRES;139;Arroyo Canelon;1625;1
1;BUENOS AIRES;140;Arroyo Canelones;1649;1
1;BUENOS AIRES;141;Arroyo Capitan Chico;1649;1
1;BUENOS AIRES;142;Arroyo Capitancito;1649;1
1;BUENOS AIRES;143;Arroyo Caraballo;1649;1
1;BUENOS AIRES;144;Arroyo Carabelas;1649;1
1;BUENOS AIRES;145;Arroyo Carabelitas;1649;1
1;BUENOS AIRES;146;Arroyo Caracoles;1649;1
1;BUENOS AIRES;147;Arroyo Caraguata;1649;1
1;BUENOS AIRES;148;Arroyo Carancho;1649;1
1;BUENOS AIRES;149;Arroyo Carapuati;1649;1
1;BUENOS AIRES;150;Arroyo Carlos M. Noel;1649;1
1;BUENOS AIRES;151;Arroyo Carnicero;1649;1
1;BUENOS AIRES;152;Arroyo Carpincho (Pdo. San Fernando);1649;1
1;BUENOS AIRES;153;Arroyo Ciego;1649;1
1;BUENOS AIRES;154;Arroyo Ciego Del Estudiante;1649;1
1;BUENOS AIRES;155;Arroyo Cieguito;1649;1
1;BUENOS AIRES;156;Arroyo Ciervo;1649;1
1;BUENOS AIRES;157;Arroyo Concepcion;1649;1
1;BUENOS AIRES;158;Arroyo Confiterito Palmas;1649;1
1;BUENOS AIRES;159;Arroyo Confitero;1649;1
1;BUENOS AIRES;160;Arroyo Correa;1649;1
1;BUENOS AIRES;161;Arroyo Correntino;1649;1
1;BUENOS AIRES;162;Arroyo Correntoso (Barca Grande);1649;1
1;BUENOS AIRES;163;Arroyo Corto (Pdo. Saavedra);8172;1
1;BUENOS AIRES;164;Arroyo Corto (Tigre - Pdo. Campana);1649;1
1;BUENOS AIRES;165;Arroyo Cruces;1649;1
1;BUENOS AIRES;166;Arroyo Cruz Colorada;1649;1
1;BUENOS AIRES;167;Arroyo Cruz Del Cambado;1649;1
1;BUENOS AIRES;168;Arroyo Cruz Del Sauce;1649;1
1;BUENOS AIRES;169;Arroyo Cuarenta;1649;1
1;BUENOS AIRES;170;Arroyo Cuevas Malas;1649;1
1;BUENOS AIRES;171;Arroyo Curubica;1649;1
1;BUENOS AIRES;172;Arroyo Chana;1649;1
1;BUENOS AIRES;173;Arroyo Chanacillo;1649;1
1;BUENOS AIRES;174;Arroyo Chanacito;1649;1
1;BUENOS AIRES;175;Arroyo Chileno;1649;1
1;BUENOS AIRES;176;Arroyo Chiquerito;1649;1
1;BUENOS AIRES;177;Arroyo Chiquero;1649;1
1;BUENOS AIRES;178;Arroyo Chivico;1649;1
1;BUENOS AIRES;179;Arroyo Churrasco;1649;1
1;BUENOS AIRES;180;Arroyo De La Cruz;2813;1
1;BUENOS AIRES;181;Arroyo De Las Cruces;2805;1
1;BUENOS AIRES;182;Arroyo De Las Gaviotas;1649;1
1;BUENOS AIRES;183;Arroyo De Los Huesos;7301;1
1;BUENOS AIRES;184;Arroyo De Los Nogales;1649;1
1;BUENOS AIRES;185;Arroyo De Los Tigres;1649;1
1;BUENOS AIRES;186;Arroyo De Luna;2752;1
1;BUENOS AIRES;187;Arroyo Del Canal;1649;1
1;BUENOS AIRES;188;Arroyo Del Medio;2113;1
1;BUENOS AIRES;189;Arroyo Del Pescado;1923;1
1;BUENOS AIRES;190;Arroyo Del Pobre;1649;1
1;BUENOS AIRES;191;Arroyo Dentudo;1649;1
1;BUENOS AIRES;192;Arroyo Desaguadero De Borches;1649;1
1;BUENOS AIRES;193;Arroyo Desaguadero Del Sauce;1649;1
1;BUENOS AIRES;194;Arroyo Desengaño;1649;1
1;BUENOS AIRES;195;Arroyo Diablo;1649;1
1;BUENOS AIRES;196;Arroyo Dominguito;1649;1
1;BUENOS AIRES;197;Arroyo Dorado;1649;1
1;BUENOS AIRES;198;Arroyo Dos Puntas;1649;1
1;BUENOS AIRES;199;Arroyo Dulce;2743;1
1;BUENOS AIRES;200;Arroyo Duraznito;1649;1
1;BUENOS AIRES;201;Arroyo Durazno;1649;1
1;BUENOS AIRES;202;Arroyo Eduardo;1649;1
1;BUENOS AIRES;203;Arroyo El Ahogado;2805;1
1;BUENOS AIRES;204;Arroyo El Cazador;1649;1
1;BUENOS AIRES;205;Arroyo El Chingolo;6437;1
1;BUENOS AIRES;206;Arroyo El Negro;1649;1
1;BUENOS AIRES;207;Arroyo El Plata;1649;1
1;BUENOS AIRES;208;Arroyo El Rodeo;1649;1
1;BUENOS AIRES;209;Arroyo El Toro;1647;1
1;BUENOS AIRES;210;Arroyo Espadaña;1649;1
1;BUENOS AIRES;211;Arroyo Espera;1649;1
1;BUENOS AIRES;212;Arroyo Espera Grande;1649;1
1;BUENOS AIRES;213;Arroyo Esperita;1649;1
1;BUENOS AIRES;214;Arroyo Estudiante;1649;1
1;BUENOS AIRES;215;Arroyo Estudiante Chico;1649;1
1;BUENOS AIRES;216;Arroyo Felicaria;1649;1
1;BUENOS AIRES;217;Arroyo Felipe;1649;1
1;BUENOS AIRES;218;Arroyo Felix;1649;1
1;BUENOS AIRES;219;Arroyo Fermin;1649;1
1;BUENOS AIRES;220;Arroyo Fontana;1649;1
1;BUENOS AIRES;221;Arroyo Francisco;1649;1
1;BUENOS AIRES;222;Arroyo Fredes;1649;1
1;BUENOS AIRES;223;Arroyo Fulminante;1649;1
1;BUENOS AIRES;224;Arroyo Galpon;1649;1
1;BUENOS AIRES;225;Arroyo Gallito;1649;1
1;BUENOS AIRES;226;Arroyo Gallo Fiambre;1649;1
1;BUENOS AIRES;227;Arroyo Gambado;1649;1
1;BUENOS AIRES;228;Arroyo Gaviotas;1649;1
1;BUENOS AIRES;229;Arroyo Gelvez;1649;1
1;BUENOS AIRES;230;Arroyo Glorieta;1649;1
1;BUENOS AIRES;231;Arroyo Grande (Cnel. Vidal, Pdo. Mar Chiquita);7174;1
1;BUENOS AIRES;232;Arroyo Grande (Tigre - Pdo. San Fernando);1649;1
1;BUENOS AIRES;233;Arroyo Guaycara;1649;1
1;BUENOS AIRES;234;Arroyo Guazu Nambi;1649;1
1;BUENOS AIRES;235;Arroyo Guazucito;1649;1
1;BUENOS AIRES;236;Arroyo Gutierrez;1649;1
1;BUENOS AIRES;237;Arroyo Hermana Grande;1649;1
1;BUENOS AIRES;238;Arroyo Hermana Primera;1649;1
1;BUENOS AIRES;239;Arroyo Hermana Segunda;1649;1
1;BUENOS AIRES;240;Arroyo Idahone;1649;1
1;BUENOS AIRES;241;Arroyo Inca;1649;1
1;BUENOS AIRES;242;Arroyo La Barquita;1649;1
1;BUENOS AIRES;243;Arroyo La Casilla;1649;1
1;BUENOS AIRES;244;Arroyo La Castilla;1649;1
1;BUENOS AIRES;245;Arroyo La Glorieta;1649;1
1;BUENOS AIRES;246;Arroyo La Horca;1649;1
1;BUENOS AIRES;247;Arroyo La Linda;1649;1
1;BUENOS AIRES;248;Arroyo La Maza;1923;1
1;BUENOS AIRES;249;Arroyo La Negra;1649;1
1;BUENOS AIRES;250;Arroyo La Raya;1649;1
1;BUENOS AIRES;251;Arroyo Laguna;1649;1
1;BUENOS AIRES;252;Arroyo Laguna Grande;1649;1
1;BUENOS AIRES;253;Arroyo Largo;1649;1
1;BUENOS AIRES;254;Arroyo Las Baldosas;1649;1
1;BUENOS AIRES;255;Arroyo Las Bogas;1649;1
1;BUENOS AIRES;256;Arroyo Las Cañas;1649;1
1;BUENOS AIRES;257;Arroyo Las Casas;1649;1
1;BUENOS AIRES;258;Arroyo Las Cruces;2805;1
1;BUENOS AIRES;259;Arroyo Las Naciones;1649;1
1;BUENOS AIRES;260;Arroyo Las Piedras;1649;1
1;BUENOS AIRES;261;Arroyo Las Rosas (Campana - Pdo. Campana);2805;1
1;BUENOS AIRES;262;Arroyo Las Rosas (Escobar - Pdo. Escobar);1625;1
1;BUENOS AIRES;263;Arroyo Las Rosas (Tigre - Pdo. Tigre);1649;1
1;BUENOS AIRES;264;Arroyo Las Viboras;1649;1
1;BUENOS AIRES;265;Arroyo Las Viudas;1649;1
1;BUENOS AIRES;266;Arroyo Lazaro;1649;1
1;BUENOS AIRES;267;Arroyo Leiva;1649;1
1;BUENOS AIRES;268;Arroyo Lima;1649;1
1;BUENOS AIRES;269;Arroyo Los Grillos;1649;1
1;BUENOS AIRES;270;Arroyo Los Lobos (Pdo.San Fernando);1649;1
1;BUENOS AIRES;271;Arroyo Los Negros;1649;1
1;BUENOS AIRES;272;Arroyo Los Tigres;2805;1
1;BUENOS AIRES;273;Arroyo Machado;1649;1
1;BUENOS AIRES;274;Arroyo Malo;1649;1
1;BUENOS AIRES;275;Arroyo Malvinas;1649;1
1;BUENOS AIRES;276;Arroyo Manzano De La Barca;1649;1
1;BUENOS AIRES;277;Arroyo Manzano De Medina;1649;1
1;BUENOS AIRES;278;Arroyo Martinez (Tigre - Pdo. Tigre);1649;1
1;BUENOS AIRES;279;Arroyo Medina;1649;1
1;BUENOS AIRES;280;Arroyo Melindre;1649;1
1;BUENOS AIRES;281;Arroyo Mendez Chico;1649;1
1;BUENOS AIRES;282;Arroyo Mendez Grande;1649;1
1;BUENOS AIRES;283;Arroyo Moran;1649;1
1;BUENOS AIRES;284;Arroyo Morancito;1649;1
1;BUENOS AIRES;285;Arroyo Moras;1649;1
1;BUENOS AIRES;286;Arroyo Naciones;1649;1
1;BUENOS AIRES;287;Arroyo Ñacurutu;2800;1
1;BUENOS AIRES;288;Arroyo Ñacurutu Chico;2805;1
1;BUENOS AIRES;289;Arroyo Naranjito;1649;1
1;BUENOS AIRES;290;Arroyo Naranjo;1649;1
1;BUENOS AIRES;291;Arroyo Naranjo Borches;1649;1
1;BUENOS AIRES;292;Arroyo Negro (Tigre - Pdo. Campana);1649;1
1;BUENOS AIRES;293;Arroyo Negro (Zarate - Pdo. Zarate);2800;1
1;BUENOS AIRES;294;Arroyo Nogal;1649;1
1;BUENOS AIRES;295;Arroyo Nueve De Julio;1649;1
1;BUENOS AIRES;296;Arroyo Paciencia;1649;1
1;BUENOS AIRES;297;Arroyo Pacifico (Capitan);1649;1
1;BUENOS AIRES;298;Arroyo Pacifico (De La Serna);1649;1
1;BUENOS AIRES;299;Arroyo Pacu;1649;1
1;BUENOS AIRES;300;Arroyo Pajal;1649;1
1;BUENOS AIRES;301;Arroyo Pajarito;1649;1
1;BUENOS AIRES;302;Arroyo Pantanosito;1649;1
1;BUENOS AIRES;303;Arroyo Pantanoso;1649;1
1;BUENOS AIRES;304;Arroyo Paraguay;1649;1
1;BUENOS AIRES;305;Arroyo Pareja;8111;1
1;BUENOS AIRES;306;Arroyo Pati;1649;1
1;BUENOS AIRES;307;Arroyo Paycarabi;1649;1
1;BUENOS AIRES;308;Arroyo Paycarabicito;1649;1
1;BUENOS AIRES;309;Arroyo Pesqueria;2805;1
1;BUENOS AIRES;310;Arroyo Pineral;1649;1
1;BUENOS AIRES;311;Arroyo Polvora;1649;1
1;BUENOS AIRES;312;Arroyo Porfiado;1649;1
1;BUENOS AIRES;313;Arroyo Primera Hermana;1649;1
1;BUENOS AIRES;314;Arroyo Rama Negra;1649;1
1;BUENOS AIRES;315;Arroyo Ramallo;1649;1
1;BUENOS AIRES;316;Arroyo Raya;1649;1
1;BUENOS AIRES;317;Arroyo Remancito (Mendez Grande);1649;1
1;BUENOS AIRES;318;Arroyo Remancito (Carabelas);1649;1
1;BUENOS AIRES;319;Arroyo Reyes;1649;1
1;BUENOS AIRES;320;Arroyo Rico;1649;1
1;BUENOS AIRES;321;Arroyo Rinconada;1649;1
1;BUENOS AIRES;322;Arroyo Rodeo;1649;1
1;BUENOS AIRES;323;Arroyo Romancito;1649;1
1;BUENOS AIRES;324;Arroyo Romero;1649;1
1;BUENOS AIRES;325;Arroyo Sabalos;1649;1
1;BUENOS AIRES;326;Arroyo San Salvador;1649;1
1;BUENOS AIRES;327;Arroyo Santa Rosa;1649;1
1;BUENOS AIRES;328;Arroyo Santo Domingo;1649;1
1;BUENOS AIRES;329;Arroyo Sarandi (San Fernando - Pdo. San Fernando);1647;1
1;BUENOS AIRES;330;Arroyo Sarandi (Tigre - Pdo. Tigre);1649;1
1;BUENOS AIRES;331;Arroyo Sauce Lloron;1649;1
1;BUENOS AIRES;332;Arroyo Segunda Hermana;1649;1
1;BUENOS AIRES;333;Arroyo Surubi;1649;1
1;BUENOS AIRES;334;Arroyo Tajiber;2805;1
1;BUENOS AIRES;335;Arroyo Tarariras;1649;1
1;BUENOS AIRES;336;Arroyo Tela;1649;1
1;BUENOS AIRES;337;Arroyo Tiber;1649;1
1;BUENOS AIRES;338;Arroyo Tiburon;1649;1
1;BUENOS AIRES;339;Arroyo Toledito;1647;1
1;BUENOS AIRES;340;Arroyo Toledo (Palmas);1649;1
1;BUENOS AIRES;341;Arroyo Toledo (Parana Mini);1649;1
1;BUENOS AIRES;342;Arroyo Torito;1649;1
1;BUENOS AIRES;343;Arroyo Toro;1649;1
1;BUENOS AIRES;344;Arroyo Tres Sargentos;1649;1
1;BUENOS AIRES;345;Arroyo Tuyupare;1649;1
1;BUENOS AIRES;346;Arroyo Veinticinco De Noviembre;1649;1
1;BUENOS AIRES;347;Arroyo Venado;6437;1
1;BUENOS AIRES;348;Arroyo Veron;1649;1
1;BUENOS AIRES;349;Arroyo Vico;1649;1
1;BUENOS AIRES;350;Arroyo Zanjon;2805;1
1;BUENOS AIRES;351;Arturo Segui;1895;1
1;BUENOS AIRES;352;Arturo Vatteone;6433;1
1;BUENOS AIRES;353;Asamblea;6640;1
1;BUENOS AIRES;354;Ascension;6003;1
1;BUENOS AIRES;355;Asturias;6469;1
1;BUENOS AIRES;356;Atahualpa;6471;1
1;BUENOS AIRES;357;Atalaya;1913;1
1;BUENOS AIRES;358;Atilio Pessagno;7116;1
1;BUENOS AIRES;359;Atucha;2808;1
1;BUENOS AIRES;360;Autocamping El Pinar;7165;1
1;BUENOS AIRES;361;Autocamping San Clemente;7105;1
1;BUENOS AIRES;362;Avellaneda;1870;1
1;BUENOS AIRES;363;Avestruz;8133;1
1;BUENOS AIRES;364;Ayacucho;7150;1
1;BUENOS AIRES;365;Azcuenaga;6721;1
1;BUENOS AIRES;366;Azopardo;8181;1
1;BUENOS AIRES;367;Azucena;7005;1
1;BUENOS AIRES;368;Azul;7300;1
1;BUENOS AIRES;369;A. A. Fernandez;1825;1
1;BUENOS AIRES;370;Bacacay;6516;1
1;BUENOS AIRES;371;Badano;6403;1
1;BUENOS AIRES;372;Badiola;1808;1
1;BUENOS AIRES;373;Bahia Blanca;8000;1
1;BUENOS AIRES;374;Bahia Blanca Noroeste;8000;1
1;BUENOS AIRES;375;Bahia San Blas;8506;1
1;BUENOS AIRES;376;Baigorrita;6013;1
1;BUENOS AIRES;377;Bajo Hondo;8115;1
1;BUENOS AIRES;378;Balcarce;7620;1
1;BUENOS AIRES;379;Balneario Aguas Verdes;7113;1
1;BUENOS AIRES;380;Balneario Cascallares;1744;1
1;BUENOS AIRES;381;Balneario Claromeco;7505;1
1;BUENOS AIRES;382;Balneario Mar Chiquita;7609;1
1;BUENOS AIRES;383;Balneario Monte Hermoso;8153;1
1;BUENOS AIRES;384;Balneario Oceano;7511;1
1;BUENOS AIRES;385;Balneario Ostende;7167;1
1;BUENOS AIRES;386;Balneario Popular;1802;1
1;BUENOS AIRES;387;Balneario Punta Lara;1931;1
1;BUENOS AIRES;388;Balneario Reta;7511;1
1;BUENOS AIRES;389;Balneario Sauce Grande;8153;1
1;BUENOS AIRES;390;Balneario (Parada);8109;1
1;BUENOS AIRES;391;Balsa;6070;1
1;BUENOS AIRES;392;Bañado De Las Flores;7305;1
1;BUENOS AIRES;393;Bancalari;1617;1
1;BUENOS AIRES;394;Banderalo;6244;1
1;BUENOS AIRES;395;Banfield;1828;1
1;BUENOS AIRES;396;Baradero;2942;1
1;BUENOS AIRES;397;Barker;7005;1
1;BUENOS AIRES;398;Barrientos;7247;1
1;BUENOS AIRES;399;Barrio 25 De Mayo;2700;1
1;BUENOS AIRES;400;Barrio 9 De Julio (Florencio Varela, Pdo. F. Varela);1888;1
1;BUENOS AIRES;401;Barrio 9 De Julio (Jose C. Paz, Pdo. Gral. Sarmiento);1665;1
1;BUENOS AIRES;402;Barrio 9 De Julio (Mar Del Plata, Pdo. Gral. Pueyrredon);7600;1
1;BUENOS AIRES;403;Barrio 9 De Julio (San Nicolas, Pdo. San Nicolas);2900;1
1;BUENOS AIRES;404;Barrio Acevedo;2700;1
1;BUENOS AIRES;405;Barrio Aeronautico (Ituzaingo, Pdo. Moron);1714;1
1;BUENOS AIRES;406;Barrio Aeronautico (Jose C. Paz, Pdo. Gral. Sarmiento);1665;1
1;BUENOS AIRES;407;Barrio Alberdi (Gonzalez Catan, Estafeta No. 1, La Matanza);1759;1
1;BUENOS AIRES;408;Barrio Alberdi (Jose C. Paz, Pdo. Gral. Sarmiento);1665;1
1;BUENOS AIRES;409;Barrio Alfar;7600;1
1;BUENOS AIRES;410;Barrio Almafuerte (Bahia Blanca, Pdo. Bahia Blanca);8000;1
1;BUENOS AIRES;411;Barrio Almafuerte (Glew, Pdo. Alte. Brown);1856;1
1;BUENOS AIRES;412;Barrio Almafuerte (Tablada, Pdo. La Matanza);1766;1
1;BUENOS AIRES;413;Barrio Almte. Brown;1617;1
1;BUENOS AIRES;414;Barrio Alto Verde (Llavallol, Pdo. De Lomas De Zamora);1836;1
1;BUENOS AIRES;415;Barrio Alto Verde (San Nicolas, Pdo. San Nicolas);2900;1
1;BUENOS AIRES;416;Barrio Altos De Jose C.Paz;1665;1
1;BUENOS AIRES;417;Barrio Altos De Laferrere;1757;1
1;BUENOS AIRES;418;Barrio Altos De Tristan Suarez;1806;1
1;BUENOS AIRES;419;Barrio Antartida Argentina;1665;1
1;BUENOS AIRES;420;Barrio Apolo;1763;1
1;BUENOS AIRES;421;Barrio Arca;1607;1
1;BUENOS AIRES;422;Barrio Arco Iris;1742;1
1;BUENOS AIRES;423;Barrio Argital;1665;1
1;BUENOS AIRES;424;Barrio Arzeno;1852;1
1;BUENOS AIRES;425;Barrio Asuncion;1847;1
1;BUENOS AIRES;426;Barrio Avellaneda;8000;1
1;BUENOS AIRES;427;Barrio Aviacion;1708;1
1;BUENOS AIRES;428;Barrio A.T.E.;1804;1
1;BUENOS AIRES;429;Barrio Baires;1611;1
1;BUENOS AIRES;430;Barrio Banco Provincia;7630;1
1;BUENOS AIRES;431;Barrio Barilari;1663;1
1;BUENOS AIRES;432;Barrio Batan;7601;1
1;BUENOS AIRES;433;Barrio Beliera;1619;1
1;BUENOS AIRES;434;Barrio Boating Club;1642;1
1;BUENOS AIRES;435;Barrio Bosque Alegre;7600;1
1;BUENOS AIRES;436;Barrio Calderon De La Barca;1759;1
1;BUENOS AIRES;437;Barrio Carcel;2900;1
1;BUENOS AIRES;438;Barrio Carosio;6000;1
1;BUENOS AIRES;439;Barrio Caisamar;7600;1
1;BUENOS AIRES;440;Barrio Cascallares;1744;1
1;BUENOS AIRES;441;Barrio Ceferino Namuncura;7300;1
1;BUENOS AIRES;442;Barrio Centenario;1884;1
1;BUENOS AIRES;443;Barrio Central;2741;1
1;BUENOS AIRES;444;Barrio Centro;7630;1
1;BUENOS AIRES;445;Barrio Cinco Esquinas;1888;1
1;BUENOS AIRES;446;Barrio Ciudad Atlantida;8109;1
1;BUENOS AIRES;447;Barrio Cobos;2930;1
1;BUENOS AIRES;448;Barrio Colinas De Peralta Ramos;7600;1
1;BUENOS AIRES;449;Barrio Colonia San Lorenzo;1763;1
1;BUENOS AIRES;450;Barrio Constitucion;7600;1
1;BUENOS AIRES;451;Barrio Cortez;1888;1
1;BUENOS AIRES;452;Barrio Cortijo Nuevo;1663;1
1;BUENOS AIRES;453;Barrio Chelito;1667;1
1;BUENOS AIRES;454;Barrio Churruca;1657;1
1;BUENOS AIRES;455;Barrio De La Carcel;6600;1
1;BUENOS AIRES;456;Barrio De La Merced;1708;1
1;BUENOS AIRES;457;Barrio De Las Avenidas;7600;1
