id_provincia;nombre_provincia;id_depto;nombre_depto;id_localidad;nombre_local;cp
1;BUENOS AIRES;1;25 DE MAYO;1;25 DE MAYO;1761
1;BUENOS AIRES;1;25 DE MAYO;2;AGUSTIN MOSCONI;6660
1;BUENOS AIRES;1;25 DE MAYO;3;ARAUJO;6405
1;BUENOS AIRES;1;25 DE MAYO;4;BLAS DURAÑONA;1776
1;BUENOS AIRES;1;25 DE MAYO;5;COLONIA INCHAUSTI;6500
1;BUENOS AIRES;1;25 DE MAYO;6;DEL VALLE;6500
1;BUENOS AIRES;1;25 DE MAYO;7;DESVIO GARBARINI;1903
1;BUENOS AIRES;1;25 DE MAYO;8;ERNESTINA;7228
1;BUENOS AIRES;1;25 DE MAYO;9;ESCUELA AGRICOLA SALESIANA;6450
1;BUENOS AIRES;1;25 DE MAYO;10;GOBERNADOR UGARTE;8170
1;BUENOS AIRES;1;25 DE MAYO;11;HUETEL;1640
1;BUENOS AIRES;1;25 DE MAYO;12;ISLAS;7003
1;BUENOS AIRES;1;25 DE MAYO;13;JUAN VELA;2717
1;BUENOS AIRES;1;25 DE MAYO;14;LA GLORIA;6627
1;BUENOS AIRES;1;25 DE MAYO;15;LA RABIA;7136
1;BUENOS AIRES;1;25 DE MAYO;16;LA RUBIA;8000
1;BUENOS AIRES;1;25 DE MAYO;17;LA TRIBU;6430
1;BUENOS AIRES;1;25 DE MAYO;18;LAGUNA LAS MULITAS;1901
1;BUENOS AIRES;1;25 DE MAYO;19;LUCAS MONTEVERDE;7513
1;BUENOS AIRES;1;25 DE MAYO;20;MAMAGUITA;1612
1;BUENOS AIRES;1;25 DE MAYO;21;MARTIN BERRAONDO;1846
1;BUENOS AIRES;1;25 DE MAYO;22;NORBERTO DE LA RIESTRA;1722
1;BUENOS AIRES;1;25 DE MAYO;23;ORTIZ DE ROSAS;1802
1;BUENOS AIRES;1;25 DE MAYO;24;PEDERNALES;6608
1;BUENOS AIRES;1;25 DE MAYO;25;PUEBLITOS;1746
1;BUENOS AIRES;1;25 DE MAYO;26;SAN ENRIQUE;8105
1;BUENOS AIRES;1;25 DE MAYO;27;SAN JOSE;2701
1;BUENOS AIRES;1;25 DE MAYO;28;SANTIAGO GARBARINI;2915
1;BUENOS AIRES;1;25 DE MAYO;29;VALDEZ;1723
1;BUENOS AIRES;1;25 DE MAYO;22940;25 DE MAYO;
1;BUENOS AIRES;1;25 DE MAYO;22941;AGUSTIN MOSCONI;
1;BUENOS AIRES;1;25 DE MAYO;22942;ARAUJO;
1;BUENOS AIRES;1;25 DE MAYO;22943;BLAS DURAÑONA;
1;BUENOS AIRES;1;25 DE MAYO;22944;COLONIA INCHAUSTI;
1;BUENOS AIRES;1;25 DE MAYO;22945;DEL VALLE;
1;BUENOS AIRES;1;25 DE MAYO;22946;DESVIO GARBARINI;
1;BUENOS AIRES;1;25 DE MAYO;22947;ERNESTINA;
1;BUENOS AIRES;1;25 DE MAYO;22948;ESCUELA AGRICOLA SALESIANA;
1;BUENOS AIRES;1;25 DE MAYO;22949;GOBERNADOR UGARTE;
1;BUENOS AIRES;1;25 DE MAYO;22950;HUETEL;
1;BUENOS AIRES;1;25 DE MAYO;22951;ISLAS;
1;BUENOS AIRES;1;25 DE MAYO;22952;JUAN VELA;
1;BUENOS AIRES;1;25 DE MAYO;22953;LA GLORIA;
1;BUENOS AIRES;1;25 DE MAYO;22954;LA RABIA;
1;BUENOS AIRES;1;25 DE MAYO;22955;LA RUBIA;
1;BUENOS AIRES;1;25 DE MAYO;22956;LA TRIBU;
1;BUENOS AIRES;1;25 DE MAYO;22957;LAGUNA LAS MULITAS;
1;BUENOS AIRES;1;25 DE MAYO;22958;LUCAS MONTEVERDE;
1;BUENOS AIRES;1;25 DE MAYO;22959;MAMAGUITA;
1;BUENOS AIRES;1;25 DE MAYO;22960;MARTIN BERRAONDO;
1;BUENOS AIRES;1;25 DE MAYO;22961;NORBERTO DE LA RIESTRA;
1;BUENOS AIRES;1;25 DE MAYO;22962;ORTIZ DE ROSAS;
1;BUENOS AIRES;1;25 DE MAYO;22963;PEDERNALES;
1;BUENOS AIRES;1;25 DE MAYO;22964;PUEBLITOS;
1;BUENOS AIRES;1;25 DE MAYO;22965;SAN ENRIQUE;
1;BUENOS AIRES;1;25 DE MAYO;22966;SAN JOSE;
1;BUENOS AIRES;1;25 DE MAYO;22967;SANTIAGO GARBARINI;
1;BUENOS AIRES;1;25 DE MAYO;22968;VALDEZ;
1;BUENOS AIRES;2;9 DE JULIO;30;12 DE OCTUBRE;6667
1;BUENOS AIRES;2;9 DE JULIO;31;9 DE JULIO;6001
1;BUENOS AIRES;2;9 DE JULIO;32;ALFREDO DEMARCHI;6001
1;BUENOS AIRES;2;9 DE JULIO;33;AMALIA;6463
1;BUENOS AIRES;2;9 DE JULIO;34;BACACAY;6437
1;BUENOS AIRES;2;9 DE JULIO;35;BARRIO JULIO DE VEDIA;6703
1;BUENOS AIRES;2;9 DE JULIO;36;CAMBACERES;6405
1;BUENOS AIRES;2;9 DE JULIO;37;CARLOS MARIA NAON;6034
1;BUENOS AIRES;2;9 DE JULIO;38;COLONIA LAS YESCAS;6634
1;BUENOS AIRES;2;9 DE JULIO;39;CORBETT;8101
1;BUENOS AIRES;2;9 DE JULIO;40;DENNEHY;8126
1;BUENOS AIRES;2;9 DE JULIO;41;DESVIO KILOMETRO 234;7406
1;BUENOS AIRES;2;9 DE JULIO;42;DUDIGNAC;1770
1;BUENOS AIRES;2;9 DE JULIO;43;EL JABALI;1987
1;BUENOS AIRES;2;9 DE JULIO;44;EL TEJAR;1864
1;BUENOS AIRES;2;9 DE JULIO;45;ESTACION PROVINCIAL;1808
1;BUENOS AIRES;2;9 DE JULIO;46;FAUZON;6437
1;BUENOS AIRES;2;9 DE JULIO;47;FRENCH;6555
1;BUENOS AIRES;2;9 DE JULIO;48;GALO LLORENTE;8117
1;BUENOS AIRES;2;9 DE JULIO;49;GERENTE CILLEY;6533
1;BUENOS AIRES;2;9 DE JULIO;50;INGENIERO DE MADRID;6531
1;BUENOS AIRES;2;9 DE JULIO;51;LA ADELA;2935
1;BUENOS AIRES;2;9 DE JULIO;52;LA AURORA;8136
1;BUENOS AIRES;2;9 DE JULIO;53;LA NIÑA;1676
1;BUENOS AIRES;2;9 DE JULIO;54;LA YESCA;1676
1;BUENOS AIRES;2;9 DE JULIO;55;LAGUNA DEL CURA;2751
1;BUENOS AIRES;2;9 DE JULIO;56;LAS NEGRAS;2752
1;BUENOS AIRES;2;9 DE JULIO;57;LAS ROSAS;2751
1;BUENOS AIRES;2;9 DE JULIO;58;MOREA;2740
1;BUENOS AIRES;2;9 DE JULIO;59;MULCAHY;2711
1;BUENOS AIRES;2;9 DE JULIO;60;NORUMBEGA;1676
1;BUENOS AIRES;2;9 DE JULIO;61;PATRICIOS;1846
1;BUENOS AIRES;2;9 DE JULIO;62;QUIROGA;1629
1;BUENOS AIRES;2;9 DE JULIO;63;RAMON J NEILD;8109
1;BUENOS AIRES;2;9 DE JULIO;64;REGINALDO J NEILD;2938
1;BUENOS AIRES;2;9 DE JULIO;65;SAN JUAN;8181
1;BUENOS AIRES;2;9 DE JULIO;66;SANTOS UNZUE;6601
1;BUENOS AIRES;2;9 DE JULIO;67;TROPEZON;1986
1;BUENOS AIRES;2;9 DE JULIO;68;VILLA DIAMANTINA;1617
1;BUENOS AIRES;2;9 DE JULIO;22969;12 DE OCTUBRE;
1;BUENOS AIRES;2;9 DE JULIO;22970;9 DE JULIO;
1;BUENOS AIRES;2;9 DE JULIO;22971;ALFREDO DEMARCHI;
1;BUENOS AIRES;2;9 DE JULIO;22972;AMALIA;
1;BUENOS AIRES;2;9 DE JULIO;22973;BACACAY;
1;BUENOS AIRES;2;9 DE JULIO;22974;BARRIO JULIO DE VEDIA;
1;BUENOS AIRES;2;9 DE JULIO;22975;CAMBACERES;
1;BUENOS AIRES;2;9 DE JULIO;22976;CARLOS MARIA NAON;
1;BUENOS AIRES;2;9 DE JULIO;22977;COLONIA LAS YESCAS;
1;BUENOS AIRES;2;9 DE JULIO;22978;CORBETT;
1;BUENOS AIRES;2;9 DE JULIO;22979;DENNEHY;
1;BUENOS AIRES;2;9 DE JULIO;22980;DESVIO KILOMETRO 234;
1;BUENOS AIRES;2;9 DE JULIO;22981;DUDIGNAC;
1;BUENOS AIRES;2;9 DE JULIO;22982;EL JABALI;
1;BUENOS AIRES;2;9 DE JULIO;22983;EL TEJAR;
1;BUENOS AIRES;2;9 DE JULIO;22984;ESTACION PROVINCIAL;
1;BUENOS AIRES;2;9 DE JULIO;22985;FAUZON;
1;BUENOS AIRES;2;9 DE JULIO;22986;FRENCH;
1;BUENOS AIRES;2;9 DE JULIO;22987;GALO LLORENTE;
1;BUENOS AIRES;2;9 DE JULIO;22988;GERENTE CILLEY;
1;BUENOS AIRES;2;9 DE JULIO;22989;INGENIERO DE MADRID;
1;BUENOS AIRES;2;9 DE JULIO;22990;LA ADELA;
1;BUENOS AIRES;2;9 DE JULIO;22991;LA AURORA;
1;BUENOS AIRES;2;9 DE JULIO;22992;LA NIÑA;
1;BUENOS AIRES;2;9 DE JULIO;22993;LA YESCA;
1;BUENOS AIRES;2;9 DE JULIO;22994;LAGUNA DEL CURA;
1;BUENOS AIRES;2;9 DE JULIO;22995;LAS NEGRAS;
1;BUENOS AIRES;2;9 DE JULIO;22996;LAS ROSAS;
1;BUENOS AIRES;2;9 DE JULIO;22997;MOREA;
1;BUENOS AIRES;2;9 DE JULIO;22998;MULCAHY;
1;BUENOS AIRES;2;9 DE JULIO;22999;NORUMBEGA;
1;BUENOS AIRES;2;9 DE JULIO;23000;PATRICIOS;
1;BUENOS AIRES;2;9 DE JULIO;23001;QUIROGA;
1;BUENOS AIRES;2;9 DE JULIO;23002;RAMON J NEILD;
1;BUENOS AIRES;2;9 DE JULIO;23003;REGINALDO J NEILD;
1;BUENOS AIRES;2;9 DE JULIO;23004;SAN JUAN;
1;BUENOS AIRES;2;9 DE JULIO;23005;SANTOS UNZUE;
1;BUENOS AIRES;2;9 DE JULIO;23006;TROPEZON;
1;BUENOS AIRES;2;9 DE JULIO;23007;VILLA DIAMANTINA;
1;BUENOS AIRES;3;ADOLFO ALSINA;69;ADOLFO ALSINA;2801
1;BUENOS AIRES;3;ADOLFO ALSINA;70;ARANO;7303
1;BUENOS AIRES;3;ADOLFO ALSINA;71;ARTURO VATTEONE;1806
1;BUENOS AIRES;3;ADOLFO ALSINA;72;AVESTRUZ;7267
1;BUENOS AIRES;3;ADOLFO ALSINA;73;CAMPO DEL NORTE AMERICANO;1921
1;BUENOS AIRES;3;ADOLFO ALSINA;74;CAMPO LA ZULEMA;7403
1;BUENOS AIRES;3;ADOLFO ALSINA;75;CAMPO LOS AROMOS;7021
1;BUENOS AIRES;3;ADOLFO ALSINA;76;CAMPO SAN JUAN;6516
1;BUENOS AIRES;3;ADOLFO ALSINA;77;CANONIGO GORRITI;8508
1;BUENOS AIRES;3;ADOLFO ALSINA;78;CARHUE;6064
1;BUENOS AIRES;3;ADOLFO ALSINA;79;CAÑADA MARIANO;6237
1;BUENOS AIRES;3;ADOLFO ALSINA;80;CHAPI TALO;6607
1;BUENOS AIRES;3;ADOLFO ALSINA;81;COLONIA BARON HIRSCH;6451
1;BUENOS AIRES;3;ADOLFO ALSINA;82;COLONIA LA ESTRELLA;6555
1;BUENOS AIRES;3;ADOLFO ALSINA;83;COLONIA LAPIN;6621
1;BUENOS AIRES;3;ADOLFO ALSINA;84;COLONIA LEVEN;6634
1;BUENOS AIRES;3;ADOLFO ALSINA;85;COLONIA MURATURE;7011
1;BUENOS AIRES;3;ADOLFO ALSINA;86;COLONIA NAVIERA;1901
1;BUENOS AIRES;3;ADOLFO ALSINA;87;COLONIA PHILLIPSON N 1;7243
1;BUENOS AIRES;3;ADOLFO ALSINA;88;COLONIA SANTA MARIANA;7305
1;BUENOS AIRES;3;ADOLFO ALSINA;89;DELFIN HUERGO;8158
1;BUENOS AIRES;3;ADOLFO ALSINA;90;EL PARQUE;1909
1;BUENOS AIRES;3;ADOLFO ALSINA;91;EPUMER;6443
1;BUENOS AIRES;3;ADOLFO ALSINA;92;ESTACION LAGO EPECUEN;6643
1;BUENOS AIRES;3;ADOLFO ALSINA;93;ESTEBAN A GASCON;6557
1;BUENOS AIRES;3;ADOLFO ALSINA;94;FATRALO;1915
1;BUENOS AIRES;3;ADOLFO ALSINA;95;FRANCISCO MURATURE;6005
1;BUENOS AIRES;3;ADOLFO ALSINA;96;JUAN V CILLEY;6075
1;BUENOS AIRES;3;ADOLFO ALSINA;97;LA FLORIDA;8134
1;BUENOS AIRES;3;ADOLFO ALSINA;98;LA PALA;8164
1;BUENOS AIRES;3;ADOLFO ALSINA;99;LAGO EPECUEN;7163
1;BUENOS AIRES;3;ADOLFO ALSINA;100;LEUBUCO;7301
1;BUENOS AIRES;3;ADOLFO ALSINA;101;LOS GAUCHOS;1602
1;BUENOS AIRES;3;ADOLFO ALSINA;102;MALABIA;2740
1;BUENOS AIRES;3;ADOLFO ALSINA;103;MAZA;6007
1;BUENOS AIRES;3;ADOLFO ALSINA;104;MONTE FIORE;1649
1;BUENOS AIRES;3;ADOLFO ALSINA;105;POCITO;1649
1;BUENOS AIRES;3;ADOLFO ALSINA;106;RIVERA;8174
1;BUENOS AIRES;3;ADOLFO ALSINA;107;SAN ANTONIO;2800
1;BUENOS AIRES;3;ADOLFO ALSINA;108;SAN MIGUEL ARCANGEL;1649
1;BUENOS AIRES;3;ADOLFO ALSINA;109;THAMES;2805
1;BUENOS AIRES;3;ADOLFO ALSINA;110;TRES LAGUNAS;1649
1;BUENOS AIRES;3;ADOLFO ALSINA;111;VILLA CASTELAR EST ERIZE;1649
1;BUENOS AIRES;3;ADOLFO ALSINA;112;VILLA MARGARITA;1649
1;BUENOS AIRES;3;ADOLFO ALSINA;113;VILLA MAZA;1649
1;BUENOS AIRES;3;ADOLFO ALSINA;114;VILLA SAURI;1649
1;BUENOS AIRES;3;ADOLFO ALSINA;115;YUTUYACO;1649
1;BUENOS AIRES;3;ADOLFO ALSINA;23008;ADOLFO ALSINA;
1;BUENOS AIRES;3;ADOLFO ALSINA;23009;ARANO;
1;BUENOS AIRES;3;ADOLFO ALSINA;23010;ARTURO VATTEONE;
1;BUENOS AIRES;3;ADOLFO ALSINA;23011;AVESTRUZ;
1;BUENOS AIRES;3;ADOLFO ALSINA;23012;CAMPO DEL NORTE AMERICANO;
1;BUENOS AIRES;3;ADOLFO ALSINA;23013;CAMPO LA ZULEMA;
1;BUENOS AIRES;3;ADOLFO ALSINA;23014;CAMPO LOS AROMOS;
1;BUENOS AIRES;3;ADOLFO ALSINA;23015;CAMPO SAN JUAN;
1;BUENOS AIRES;3;ADOLFO ALSINA;23016;CANONIGO GORRITI;
1;BUENOS AIRES;3;ADOLFO ALSINA;23017;CARHUE;
1;BUENOS AIRES;3;ADOLFO ALSINA;23018;CAÑADA MARIANO;
1;BUENOS AIRES;3;ADOLFO ALSINA;23019;CHAPI TALO;
1;BUENOS AIRES;3;ADOLFO ALSINA;23020;COLONIA BARON HIRSCH;
1;BUENOS AIRES;3;ADOLFO ALSINA;23021;COLONIA LA ESTRELLA;
1;BUENOS AIRES;3;ADOLFO ALSINA;23022;COLONIA LAPIN;
1;BUENOS AIRES;3;ADOLFO ALSINA;23023;COLONIA LEVEN;
1;BUENOS AIRES;3;ADOLFO ALSINA;23024;COLONIA MURATURE;
1;BUENOS AIRES;3;ADOLFO ALSINA;23025;COLONIA NAVIERA;
1;BUENOS AIRES;3;ADOLFO ALSINA;23026;COLONIA PHILLIPSON N 1;
1;BUENOS AIRES;3;ADOLFO ALSINA;23027;COLONIA SANTA MARIANA;
1;BUENOS AIRES;3;ADOLFO ALSINA;23028;DELFIN HUERGO;
1;BUENOS AIRES;3;ADOLFO ALSINA;23029;EL PARQUE;
1;BUENOS AIRES;3;ADOLFO ALSINA;23030;EPUMER;
1;BUENOS AIRES;3;ADOLFO ALSINA;23031;ESTACION LAGO EPECUEN;
1;BUENOS AIRES;3;ADOLFO ALSINA;23032;ESTEBAN A GASCON;
1;BUENOS AIRES;3;ADOLFO ALSINA;23033;FATRALO;
1;BUENOS AIRES;3;ADOLFO ALSINA;23034;FRANCISCO MURATURE;
1;BUENOS AIRES;3;ADOLFO ALSINA;23035;JUAN V CILLEY;
1;BUENOS AIRES;3;ADOLFO ALSINA;23036;LA FLORIDA;
1;BUENOS AIRES;3;ADOLFO ALSINA;23037;LA PALA;
1;BUENOS AIRES;3;ADOLFO ALSINA;23038;LAGO EPECUEN;
1;BUENOS AIRES;3;ADOLFO ALSINA;23039;LEUBUCO;
1;BUENOS AIRES;3;ADOLFO ALSINA;23040;LOS GAUCHOS;
1;BUENOS AIRES;3;ADOLFO ALSINA;23041;MALABIA;
1;BUENOS AIRES;3;ADOLFO ALSINA;23042;MAZA;
1;BUENOS AIRES;3;ADOLFO ALSINA;23043;MONTE FIORE;
1;BUENOS AIRES;3;ADOLFO ALSINA;23044;POCITO;
1;BUENOS AIRES;3;ADOLFO ALSINA;23045;RIVERA;
1;BUENOS AIRES;3;ADOLFO ALSINA;23046;SAN ANTONIO;
1;BUENOS AIRES;3;ADOLFO ALSINA;23047;SAN MIGUEL ARCANGEL;
1;BUENOS AIRES;3;ADOLFO ALSINA;23048;THAMES;
1;BUENOS AIRES;3;ADOLFO ALSINA;23049;TRES LAGUNAS;
1;BUENOS AIRES;3;ADOLFO ALSINA;23050;VILLA CASTELAR EST ERIZE;
1;BUENOS AIRES;3;ADOLFO ALSINA;23051;VILLA MARGARITA;
1;BUENOS AIRES;3;ADOLFO ALSINA;23052;VILLA MAZA;
1;BUENOS AIRES;3;ADOLFO ALSINA;23053;VILLA SAURI;
1;BUENOS AIRES;3;ADOLFO ALSINA;23054;YUTUYACO;
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;116;ADOLFO GONZALES CHAVES;1649
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;117;ALZAGA;1649
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;118;DE LA GARMA;1649
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;119;EL LUCERO;1649
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;120;JUAN E BARRA;1649
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;121;PEDRO LASALLE;1649
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;122;VASQUEZ;1649
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;23055;ADOLFO GONZALES CHAVES;
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;23056;ALZAGA;
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;23057;DE LA GARMA;
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;23058;EL LUCERO;
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;23059;JUAN E BARRA;
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;23060;PEDRO LASALLE;
1;BUENOS AIRES;4;ADOLFO GONZALES CHAVES;23061;VASQUEZ;
1;BUENOS AIRES;5;ALBERTI;123;ACHUPALLAS;1649
1;BUENOS AIRES;5;ALBERTI;124;ALBERTI;1649
1;BUENOS AIRES;5;ALBERTI;125;ANDERSON;1649
1;BUENOS AIRES;5;ALBERTI;126;ANDRES VACCAREZZA;1649
1;BUENOS AIRES;5;ALBERTI;127;BAUDRIX;1649
1;BUENOS AIRES;5;ALBERTI;128;COLONIA PALANTELEN;1649
1;BUENOS AIRES;5;ALBERTI;129;COLONIA ZAMBUNGO;1649
1;BUENOS AIRES;5;ALBERTI;130;CORONEL MON;2800
1;BUENOS AIRES;5;ALBERTI;131;CORONEL SEGUI;1649
1;BUENOS AIRES;5;ALBERTI;132;EMITA;2935
1;BUENOS AIRES;5;ALBERTI;133;GRISOLIA;1649
1;BUENOS AIRES;5;ALBERTI;134;LARREA;1649
1;BUENOS AIRES;5;ALBERTI;135;PALANTELEN;1649
1;BUENOS AIRES;5;ALBERTI;136;PLA;1649
1;BUENOS AIRES;5;ALBERTI;137;PRESIDENTE QUINTANA;1649
1;BUENOS AIRES;5;ALBERTI;138;SAN JOSE;1649
1;BUENOS AIRES;5;ALBERTI;139;VILLA MARIA;1625
1;BUENOS AIRES;5;ALBERTI;140;VILLA ORTIZ;1649
1;BUENOS AIRES;5;ALBERTI;23062;ACHUPALLAS;
1;BUENOS AIRES;5;ALBERTI;23063;ALBERTI;
1;BUENOS AIRES;5;ALBERTI;23064;ANDERSON;
1;BUENOS AIRES;5;ALBERTI;23065;ANDRES VACCAREZZA;
1;BUENOS AIRES;5;ALBERTI;23066;BAUDRIX;
1;BUENOS AIRES;5;ALBERTI;23067;COLONIA PALANTELEN;
1;BUENOS AIRES;5;ALBERTI;23068;COLONIA ZAMBUNGO;
1;BUENOS AIRES;5;ALBERTI;23069;CORONEL MON;
1;BUENOS AIRES;5;ALBERTI;23070;CORONEL SEGUI;
1;BUENOS AIRES;5;ALBERTI;23071;EMITA;
1;BUENOS AIRES;5;ALBERTI;23072;GRISOLIA;
1;BUENOS AIRES;5;ALBERTI;23073;LARREA;
1;BUENOS AIRES;5;ALBERTI;23074;PALANTELEN;
1;BUENOS AIRES;5;ALBERTI;23075;PLA;
1;BUENOS AIRES;5;ALBERTI;23076;PRESIDENTE QUINTANA;
1;BUENOS AIRES;5;ALBERTI;23077;SAN JOSE;
1;BUENOS AIRES;5;ALBERTI;23078;VILLA MARIA;
1;BUENOS AIRES;5;ALBERTI;23079;VILLA ORTIZ;
1;BUENOS AIRES;6;ALMIRANTE BROWN;141;ADROGUE;1649
1;BUENOS AIRES;6;ALMIRANTE BROWN;142;BURZACO;1649
1;BUENOS AIRES;6;ALMIRANTE BROWN;143;CLAYPOLE;1649
1;BUENOS AIRES;6;ALMIRANTE BROWN;144;GLEW;1649
1;BUENOS AIRES;6;ALMIRANTE BROWN;145;JOSE MARMOL;1649
1;BUENOS AIRES;6;ALMIRANTE BROWN;146;LONGCHAMPS;1649
1;BUENOS AIRES;6;ALMIRANTE BROWN;147;MALVINAS ARGENTINAS;1649
1;BUENOS AIRES;6;ALMIRANTE BROWN;148;MINISTRO RIVADAVIA;1649
1;BUENOS AIRES;6;ALMIRANTE BROWN;149;RAFAEL CALZADA;1649
1;BUENOS AIRES;6;ALMIRANTE BROWN;150;SAN FRANCISCO SOLANO;1649
1;BUENOS AIRES;6;ALMIRANTE BROWN;151;SAN JOSE;1649
1;BUENOS AIRES;6;ALMIRANTE BROWN;23080;ADROGUE;
1;BUENOS AIRES;6;ALMIRANTE BROWN;23081;BURZACO;
1;BUENOS AIRES;6;ALMIRANTE BROWN;23082;CLAYPOLE;
1;BUENOS AIRES;6;ALMIRANTE BROWN;23083;GLEW;
1;BUENOS AIRES;6;ALMIRANTE BROWN;23084;JOSE MARMOL;
1;BUENOS AIRES;6;ALMIRANTE BROWN;23085;LONGCHAMPS;
1;BUENOS AIRES;6;ALMIRANTE BROWN;23086;MALVINAS ARGENTINAS;
1;BUENOS AIRES;6;ALMIRANTE BROWN;23087;MINISTRO RIVADAVIA;
1;BUENOS AIRES;6;ALMIRANTE BROWN;23088;RAFAEL CALZADA;
1;BUENOS AIRES;6;ALMIRANTE BROWN;23089;SAN FRANCISCO SOLANO;
1;BUENOS AIRES;6;ALMIRANTE BROWN;23090;SAN JOSE;
1;BUENOS AIRES;7;ARRECIFES;152;ALMACEN LA COLINA;1649
1;BUENOS AIRES;7;ARRECIFES;153;ARRECIFES;1649
1;BUENOS AIRES;7;ARRECIFES;154;CAMPO CRISOL;1649
1;BUENOS AIRES;7;ARRECIFES;155;CAÑADA MARTA;1649
1;BUENOS AIRES;7;ARRECIFES;156;EL NACIONAL;1649
1;BUENOS AIRES;7;ARRECIFES;157;LA DELIA;1649
1;BUENOS AIRES;7;ARRECIFES;158;LA NELIDA;1649
1;BUENOS AIRES;7;ARRECIFES;159;PUENTE CAÑETE;1649
1;BUENOS AIRES;7;ARRECIFES;160;TODD;1649
1;BUENOS AIRES;7;ARRECIFES;161;VILLA SANGUINETTI;1649
1;BUENOS AIRES;7;ARRECIFES;162;VIÑA;1649
1;BUENOS AIRES;7;ARRECIFES;23091;ALMACEN LA COLINA;
1;BUENOS AIRES;7;ARRECIFES;23092;ARRECIFES;
1;BUENOS AIRES;7;ARRECIFES;23093;CAMPO CRISOL;
1;BUENOS AIRES;7;ARRECIFES;23094;CAÑADA MARTA;
1;BUENOS AIRES;7;ARRECIFES;23095;EL NACIONAL;
1;BUENOS AIRES;7;ARRECIFES;23096;LA DELIA;
1;BUENOS AIRES;7;ARRECIFES;23097;LA NELIDA;
1;BUENOS AIRES;7;ARRECIFES;23098;PUENTE CAÑETE;
1;BUENOS AIRES;7;ARRECIFES;23099;TODD;
1;BUENOS AIRES;7;ARRECIFES;23100;VILLA SANGUINETTI;
1;BUENOS AIRES;7;ARRECIFES;23101;VIÑA;
1;BUENOS AIRES;8;AVELLANEDA;163;AVELLANEDA;8172
1;BUENOS AIRES;8;AVELLANEDA;164;CRUCESITA;1649
1;BUENOS AIRES;8;AVELLANEDA;165;DOCK SUD;1649
1;BUENOS AIRES;8;AVELLANEDA;166;GERLI;1649
1;BUENOS AIRES;8;AVELLANEDA;167;PIÑEYRO;1649
1;BUENOS AIRES;8;AVELLANEDA;168;SARANDI;1649
1;BUENOS AIRES;8;AVELLANEDA;169;VILLA DOMINICO;1649
1;BUENOS AIRES;8;AVELLANEDA;170;WILDE;1649
1;BUENOS AIRES;8;AVELLANEDA;23102;AVELLANEDA;
1;BUENOS AIRES;8;AVELLANEDA;23103;CRUCESITA;
1;BUENOS AIRES;8;AVELLANEDA;23104;DOCK SUD;
1;BUENOS AIRES;8;AVELLANEDA;23105;GERLI;
1;BUENOS AIRES;8;AVELLANEDA;23106;PIÑEYRO;
1;BUENOS AIRES;8;AVELLANEDA;23107;SARANDI;
1;BUENOS AIRES;8;AVELLANEDA;23108;VILLA DOMINICO;
1;BUENOS AIRES;8;AVELLANEDA;23109;WILDE;
1;BUENOS AIRES;9;AYACUCHO;171;AYACUCHO;1649
1;BUENOS AIRES;9;AYACUCHO;172;CANGALLO;1649
1;BUENOS AIRES;9;AYACUCHO;173;EL BOQUERON;1649
1;BUENOS AIRES;9;AYACUCHO;174;FAIR;1649
1;BUENOS AIRES;9;AYACUCHO;175;LA CONSTANCIA;1649
1;BUENOS AIRES;9;AYACUCHO;176;LA POSTA;1649
1;BUENOS AIRES;9;AYACUCHO;177;LANGUEYU;1649
1;BUENOS AIRES;9;AYACUCHO;178;LAS PAJAS;1649
1;BUENOS AIRES;9;AYACUCHO;179;LAS SULTANAS;1649
1;BUENOS AIRES;9;AYACUCHO;180;SAN IGNACIO;2813
1;BUENOS AIRES;9;AYACUCHO;181;SAN LAUREANO;2805
1;BUENOS AIRES;9;AYACUCHO;182;SOLANET;1649
1;BUENOS AIRES;9;AYACUCHO;183;UDAQUIOLA;7301
1;BUENOS AIRES;9;AYACUCHO;23110;AYACUCHO;
1;BUENOS AIRES;9;AYACUCHO;23111;CANGALLO;
1;BUENOS AIRES;9;AYACUCHO;23112;EL BOQUERON;
1;BUENOS AIRES;9;AYACUCHO;23113;FAIR;
1;BUENOS AIRES;9;AYACUCHO;23114;LA CONSTANCIA;
1;BUENOS AIRES;9;AYACUCHO;23115;LA POSTA;
1;BUENOS AIRES;9;AYACUCHO;23116;LANGUEYU;
1;BUENOS AIRES;9;AYACUCHO;23117;LAS PAJAS;
1;BUENOS AIRES;9;AYACUCHO;23118;LAS SULTANAS;
1;BUENOS AIRES;9;AYACUCHO;23119;SAN IGNACIO;
